13
23	278	75	290	90	251	115	236
75	290	202	282	115	236	91	220
202	282	171	303	91	220	32	192
171	303	216	288	34	194	131	189
216	288	372	263	131	189	199	204
372	263	360	285	199	204	239	223
360	285	472	225	239	223	304	223
472	225	425	208	304	223	256	233
425	208	318	225	256	233	409	316
318	225	213	251	409	316	233	260
213	251	124	262	233	260	196	264
124	262	82	252	196	264	213	300
82	252	23	277	212	300	117	235
